PPO2,PPO2,DQN,DQN,Actor-Critic,Actor-Critic,ep
357.9692833,8.930202397,357.951049,177.9988984,357.9181495,32.55294132,1859
357.9624573,9.244332933,357.9825175,178.0379346,357.9039146,30.60275151,1860
357.9863481,9.690799821,357.986014,178.049634,357.8967972,27.89783706,1861
357.9829352,10.75655106,357.9545455,178.0008874,357.8291815,23.72712702,1862
357.9658703,7.244251547,357.9895105,178.0424245,357.9608541,28.73792198,1863
357.9658703,7.37794368,357.9475524,177.9998507,357.7829181,27.35527463,1864
357.9761092,15.37194471,357.9370629,177.9876719,357.975089,31.34089697,1865
357.9931741,10.32943361,357.9125874,177.9683359,357.86121,25.96112616,1866
357.9795222,7.014246947,357.9300699,177.9795391,357.8078292,25.75768005,1867
357.9556314,8.520078542,357.9545455,178.0064171,357.886121,28.95752431,1868
357.9692833,8.685144309,357.8986014,177.947562,357.8647687,27.05624032,1869
357.996587,6.58020834,357.9230769,177.9916413,357.9181495,23.46438661,1870
357.9590444,7.605682788,357.9300699,177.9881265,357.8896797,25.95182258,1871
357.9658703,7.740526181,357.9545455,178.0053538,357.8434164,27.417062,1872
357.9624573,8.083067633,357.951049,178.0138925,357.8576512,24.01637555,1873
357.9522184,9.411751354,357.9195804,177.9709185,357.8327402,28.52738612,1874
357.9556314,8.471919478,357.9405594,177.9909683,357.8932384,30.66869869,1875
357.9761092,8.18435759,357.9545455,178.0091025,357.911032,35.71624743,1876
357.9761092,6.418288727,357.965035,178.0213012,357.8113879,26.76250851,1877
357.9795222,8.152818332,357.986014,178.0715982,357.8576512,27.27367762,1878
357.9863481,7.341340743,357.9195804,177.9777644,357.9288256,27.09129443,1879
357.9726962,6.479104648,357.9335664,177.9818943,357.9074733,29.32559003,1880
357.9761092,6.447792591,357.9405594,178.0031611,357.8896797,27.41186871,1881
357.9795222,6.931168743,357.8636364,177.9262646,357.911032,25.7908902,1882
357.9726962,8.627720049,357.972028,178.0165632,357.9359431,30.13171311,1883
357.9658703,14.45112615,357.9265734,177.9768314,357.9715302,22.47632766,1884
357.9863481,8.841129538,357.9020979,177.9516875,357.9466192,36.47705153,1885
357.9863481,8.12250191,357.958042,177.9994835,357.8256228,24.398254,1886
357.9761092,7.813815099,357.9125874,177.9638918,357.9395018,27.15265902,1887
357.9829352,11.59320362,357.9090909,177.9647256,357.9395018,21.89950831,1888
357.9863481,8.599708068,357.951049,178.0097556,357.9288256,28.08355334,1889
357.9829352,8.467032433,357.9195804,177.982418,357.8683274,26.54116812,1890
357.9829352,12.67279091,357.979021,178.0493051,357.8825623,25.43504877,1891
357.9829352,9.522338557,357.9755245,178.0269119,357.8718861,30.89254249,1892
357.9829352,7.642537692,357.9160839,177.959699,357.9003559,25.31585671,1893
357.9829352,7.600758565,357.9370629,177.9888148,357.8718861,26.71530049,1894
357.9624573,8.262906389,357.9055944,177.9552593,357.9323843,22.79205126,1895
357.9726962,7.716414185,357.9265734,177.9769443,357.797153,25.10295619,1896
357.9829352,12.64525548,357.8951049,177.9557387,357.797153,26.64096144,1897
357.9897611,10.51389866,357.9440559,177.9981535,357.9145907,29.83964505,1898
357.996587,8.350324757,357.9125874,177.9783763,357.9181495,27.50231565,1899
357.9751773,9.30371067,357.7614035,177.8433648,357.8652482,27.32939538,1900
357.964539,13.87701498,357.9263158,177.9736754,357.8723404,29.44482935,1901
357.964539,6.194844025,357.8736842,177.9295867,357.9822695,34.31647205,1902
357.9716312,8.141598935,357.9087719,177.9554703,357.8652482,24.75428326,1903
357.9787234,7.087691397,357.9333333,177.9935587,357.8652482,26.42073632,1904
357.964539,7.772856167,357.9684211,178.014026,357.8368794,27.63723234,1905
357.9680851,6.690371765,357.9403509,177.9881012,357.9751773,26.86666602,1906
357.9680851,7.906125461,357.8982456,177.9401994,357.964539,28.04943766,1907
357.9787234,7.68701305,357.8912281,177.9456823,357.8971631,23.75862327,1908
357.9716312,5.653516257,357.9614035,178.0188879,357.8829787,31.61289552,1909
357.9822695,7.039878825,357.9684211,178.0236665,357.8475177,24.75031286,1910
357.9680851,6.887993996,357.8877193,177.9505153,357.8333333,28.82700456,1911
357.9680851,7.496028963,357.9578947,178.020321,357.8652482,24.47643944,1912
357.9468085,6.782322354,357.9859649,178.0288503,357.9326241,23.81311893,1913
357.9716312,5.890507367,357.8666667,177.933186,357.8900709,23.09161237,1914
357.9680851,8.708341164,357.9578947,178.0128106,357.8439716,32.06881625,1915
357.9609929,7.693108191,357.9684211,178.0119172,357.8758865,38.65122343,1916
357.9822695,7.89690249,357.9649123,178.013126,357.8687943,25.21870554,1917
357.964539,9.605801893,357.954386,178.0004958,357.8297872,24.54482948,1918
357.9680851,7.541541052,357.954386,178.0066077,357.8333333,28.54300308,1919
357.9680851,7.972562345,357.8947368,177.9491768,357.8758865,21.76682452,1920
357.9680851,7.620020075,357.9473684,178.0013883,357.8865248,25.27465102,1921
357.9716312,6.594505176,357.9298246,177.983002,357.8510638,27.7078048,1922
357.9858156,6.988076519,357.8280702,177.8833073,357.893617,29.09653714,1923
357.9716312,6.328743353,357.954386,178.0095119,357.9078014,29.62939464,1924
357.9680851,7.190239972,357.9122807,177.9666651,357.9078014,25.3959857,1925
357.9680851,9.221641346,357.9122807,177.9770065,357.8652482,24.66239977,1926
357.9468085,7.117206923,357.9719298,178.0178442,357.8262411,35.04462703,1927
357.9751773,7.979255333,357.8947368,177.9545774,357.9361702,23.93383451,1928
357.9716312,6.401610425,357.9017544,177.9542768,357.8687943,25.62410863,1929
357.9858156,7.172650463,357.9859649,178.0389048,357.7163121,26.51156466,1930
357.9751773,6.389461386,357.9368421,177.9820129,357.7340426,23.90796455,1931
357.9822695,7.063570544,357.9157895,177.9796802,357.8404255,31.88783059,1932
357.9680851,5.934307972,357.9719298,178.0268854,357.8687943,24.27955873,1933
357.964539,5.508018756,357.9684211,178.0258796,357.9078014,27.16670581,1934
357.9680851,6.957410915,357.9368421,177.9811657,357.8829787,24.05895725,1935
357.9787234,6.953260375,357.9087719,177.965892,357.8971631,29.29475121,1936
357.9680851,14.49982796,357.9649123,178.0195708,357.9255319,22.27527161,1937
357.9716312,5.735769284,357.9438596,177.9899563,357.8829787,27.97277928,1938
357.9787234,6.960524847,357.922807,177.979592,357.7340426,30.45678913,1939
357.9574468,7.14226393,357.9438596,177.9870294,357.7801418,23.04104146,1940
357.9680851,6.15979183,357.8842105,177.967144,357.7269504,25.84942935,1941
357.9716312,6.950132346,357.8807018,177.9290733,357.929078,24.31443055,1942
357.9716312,9.037578768,357.8947368,177.9507343,357.8368794,24.7985841,1943
357.9680851,6.903106507,357.9298246,177.9781555,357.9042553,26.03827352,1944
357.9680851,7.954155721,357.9508772,178.0284253,357.9609929,36.99921311,1945
357.9787234,10.01457028,357.9719298,178.0203946,357.929078,27.70362645,1946
357.9680851,8.448176294,357.9754386,178.0212983,357.8546099,29.6766428,1947
357.9751773,7.929538573,357.9508772,178.0063262,357.9042553,24.76360985,1948
357.9680851,8.695769546,357.9087719,177.9649797,357.8439716,22.89747889,1949
357.9751773,7.03653158,358,178.0473454,357.893617,25.28520032,1950
357.9574468,7.146077654,357.8666667,177.9390121,357.9078014,26.23884839,1951
357.9787234,6.834319849,358,178.0503519,357.9148936,28.22704538,1952
357.9787234,6.080009837,357.9894737,178.0301765,357.9397163,24.84897105,1953
357.9680851,14.21886572,357.9754386,178.0235836,357.9361702,22.85872661,1954
357.9680851,6.496036617,357.9614035,178.0240575,357.9822695,31.18094758,1955
357.9680851,8.307925671,357.9192982,177.9600199,357.9609929,23.84099054,1956
357.9787234,7.210909368,357.8561404,177.9311501,357.8404255,24.8483253,1957
357.9716312,6.16663732,357.9684211,178.0114177,357.9184397,29.74171436,1958
357.9574468,7.267807347,357.9298246,177.9806158,357.8723404,26.96470794,1959
357.9964539,7.903012733,357.9333333,177.9887652,357.8900709,28.43374132,1960
357.9680851,7.052888445,357.9684211,178.0190222,357.9078014,25.1045587,1961
357.9680851,8.325670234,357.8877193,177.9368473,357.8510638,27.48369375,1962
357.9397163,12.20980531,357.8315789,177.9004987,357.8510638,26.09056946,1963
357.9716312,7.281083204,357.9122807,177.9729936,357.8794326,27.11727677,1964
357.9680851,10.87794957,357.9754386,178.0352001,357.8900709,24.22212586,1965
357.9680851,7.666690267,357.9403509,177.988616,357.8652482,29.24608538,1966
357.9822695,9.754496297,357.9438596,178.0183821,357.9432624,26.39596121,1967
357.9822695,8.353742311,357.8912281,177.9643414,357.822695,24.42844848,1968
357.9680851,7.264009981,357.9368421,177.9857692,357.9609929,33.66311103,1969
357.964539,7.110518051,357.954386,178.0170233,357.8687943,24.30039148,1970
357.9716312,7.930377336,357.9789474,178.0313997,357.8014184,25.99863246,1971
357.964539,8.296024392,357.9368421,177.9871347,357.7836879,27.90045861,1972
357.9787234,6.89728418,357.9754386,178.0193775,357.9361702,25.62964538,1973
357.9858156,5.752924978,357.9087719,177.9691698,357.8333333,24.80314914,1974
357.9680851,6.484796366,357.9719298,178.0280742,357.8404255,36.8451479,1975
357.9680851,6.760432103,357.922807,177.9802854,357.9609929,22.50104071,1976
357.9680851,7.883919784,357.922807,177.9777737,357.9361702,21.92188524,1977
357.9680851,6.123213542,357.9684211,178.0186937,357.8085106,32.19276304,1978
357.9751773,7.782752132,357.9684211,178.0240729,357.9397163,27.91921224,1979
357.9680851,6.3379271,357.9719298,178.0525294,357.9148936,33.58469249,1980
357.964539,6.632731957,357.9368421,177.9780595,357.9078014,22.38220104,1981
357.964539,8.300092741,357.9929825,178.0347686,357.9432624,32.30616954,1982
357.9680851,8.067493881,357.9017544,177.9597656,357.9326241,23.86873752,1983
357.964539,8.427024477,357.9017544,177.9648709,357.9503546,25.10619685,1984
357.9822695,7.817018808,357.9157895,177.9750854,357.8865248,27.02741662,1985
357.9716312,7.109892303,357.9192982,177.9709095,357.8794326,27.45427115,1986
357.9609929,7.245627067,357.9087719,177.9678225,357.8439716,28.4486008,1987
357.9716312,7.221913286,357.9473684,178.0004937,357.8439716,20.48787785,1988
357.9787234,6.259760769,357.9122807,177.9714798,357.9219858,24.40111324,1989
357.9609929,8.727501722,357.877193,177.9525035,357.7801418,23.81046927,1990
357.9716312,7.745492553,357.9508772,178.0119681,357.8900709,24.24566823,1991
357.9397163,28.07625079,357.9614035,178.0140934,357.8687943,22.93799699,1992
357.9822695,9.254150123,357.9438596,178.0202189,357.8687943,25.52889273,1993
357.9751773,13.98750669,357.9578947,178.0217198,357.7836879,26.46154743,1994
357.9397163,7.726685398,357.9929825,178.0379925,357.8475177,26.8514467,1995
357.9680851,7.887538314,357.8666667,177.9146592,357.8900709,24.1107814,1996
357.9787234,7.081387149,357.922807,177.9657395,357.8687943,26.80590006,1997
357.9680851,8.902172073,357.9473684,177.9966696,357.8687943,30.53896186,1998
357.9680851,5.956095839,357.8596491,177.9364091,357.8865248,24.9244859,1999
357.9834437,13.12347684,357.9426523,177.9925202,357.9204152,24.27382707,2000
357.9801325,12.02344506,357.9856631,178.0284814,357.9273356,30.35886385,2001
357.9768212,10.95110996,357.953405,178.0078081,357.8546713,21.94023132,2002
358,8.502300889,357.90681,177.9543063,357.799308,24.92964089,2003
357.9735099,10.12121871,357.9641577,178.0250077,357.8512111,32.9739989,2004
357.9933775,12.64561922,357.9569892,178.003436,357.8858131,32.0548679,2005
357.986755,9.65409631,357.9498208,178.000014,357.816609,29.54721589,2006
358,24.01493919,357.953405,178.0140631,357.8442907,28.10317156,2007
358,9.629809562,357.8315412,177.9005538,357.9065744,34.07636733,2008
357.986755,11.60863233,357.921147,177.9770911,357.9480969,24.71708689,2009
358,8.0087461,357.8673835,177.9168902,357.9100346,22.46778266,2010
358,7.395324244,357.9032258,177.970987,357.7508651,24.58294145,2011
357.9801325,6.806577859,357.8853047,177.9463413,357.9446367,31.03049284,2012
357.9801325,16.04595085,357.9283154,177.9984646,357.899654,29.03423282,2013
357.9966887,13.51219702,357.8637993,177.9194104,357.7820069,26.81679581,2014
358,7.270059317,357.921147,177.9897822,357.8131488,26.04035366,2015
357.9801325,7.129550947,357.9283154,177.98006,357.9134948,23.65229957,2016
357.9668874,7.902966101,357.8996416,177.9602386,357.9238754,24.70343877,2017
357.9933775,10.49233526,357.9892473,178.0370474,357.8858131,23.27389521,2018
357.9735099,7.694903984,357.9318996,177.9762181,357.8823529,25.50958086,2019
358,8.534314636,357.9605735,178.0004441,357.9342561,26.71091618,2020
357.9834437,7.127197588,357.9784946,178.0251713,357.9204152,25.20144818,2021
357.9933775,20.61257204,357.9247312,177.9770628,357.9307958,28.41309404,2022
357.9437086,7.98556904,357.9641577,178.0301896,357.8685121,27.13095996,2023
357.9933775,24.36578978,357.9856631,178.02275,357.9238754,29.55906385,2024
357.9834437,9.118856233,357.9498208,178.0081806,357.9031142,27.37106513,2025
357.9701987,7.940960752,357.9569892,178.0013186,357.9515571,24.45297841,2026
357.9768212,7.310389123,357.9856631,178.0492744,357.9238754,26.20621071,2027
358,13.46964836,357.9390681,177.9970878,357.8615917,24.64040151,2028
357.986755,7.703082839,357.9247312,177.9810748,357.8892734,27.67221388,2029
357.9801325,6.649440037,357.9426523,177.9981719,357.9411765,23.57629087,2030
357.9933775,6.999158317,357.9498208,178.0099663,357.9480969,39.15075553,2031
357.9966887,11.96478709,357.8888889,177.9479445,357.9446367,25.69768392,2032
357.9768212,5.375570765,357.953405,178.0266953,357.8027682,29.59366462,2033
357.9701987,10.11742344,357.9426523,177.9937875,357.9031142,35.94368284,2034
357.9801325,12.73463154,357.9139785,177.9596097,357.9342561,22.68132666,2035
357.9801325,7.525436794,357.9283154,178.0411303,357.9031142,28.77274585,2036
357.9801325,7.661060835,357.90681,177.96603,357.8304498,21.45206333,2037
357.9668874,6.941869279,357.9103943,177.9566203,357.8892734,30.00143128,2038
357.9801325,9.323980914,357.9426523,177.9871658,357.899654,21.18396214,2039
357.9966887,8.105746469,357.953405,178.0096025,357.8892734,26.95120954,2040
357.9801325,5.459639495,357.9749104,178.0312886,357.9653979,23.91357124,2041
357.9701987,6.075316886,357.9139785,177.9709867,357.9307958,25.20854548,2042
357.9768212,9.518858282,357.9641577,178.0230208,357.9757785,35.99196661,2043
357.9801325,9.123628793,357.9390681,178.0031349,357.8858131,26.85548857,2044
357.9801325,9.960197273,357.953405,178.000093,357.8927336,22.89092765,2045
357.986755,26.98538182,357.9605735,178.0062302,357.899654,30.65652638,2046
357.9801325,6.033571774,357.9820789,178.0311648,357.8927336,19.31765968,2047
358,8.611478647,357.9390681,178.0013788,357.8615917,25.8079892,2048
357.9701987,6.345841993,357.9713262,178.0267731,357.9723183,29.07853486,2049
357.986755,13.5187793,357.9605735,178.0167568,357.9031142,20.7832534,2050
357.9900662,6.682152472,357.8924731,177.9433163,357.8961938,26.4292149,2051
357.9966887,5.714594802,357.8602151,177.9152854,357.9204152,20.56823126,2052
357.9569536,6.864700899,357.9390681,177.9947837,357.8408304,29.51194962,2053
358,10.70789477,357.8853047,177.9405848,357.9273356,28.55663229,2054
357.9900662,7.303449868,357.9605735,178.015878,357.9653979,29.30064016,2055
358,7.450298322,357.9641577,178.0230788,357.9273356,24.33312605,2056
357.9966887,8.612446727,357.8673835,177.9276449,357.8200692,26.13912711,2057
357.9801325,9.517867594,357.9569892,178.0142249,357.9238754,24.03631579,2058
357.9834437,7.304417537,357.9247312,177.9884135,357.8408304,22.89046465,2059
357.9834437,7.3147881,357.9713262,178.0167996,357.8477509,21.01819339,2060
357.9801325,7.268626748,357.9462366,178.0029765,357.8062284,26.04577704,2061
357.9933775,7.304638347,357.9462366,178.0028226,357.8615917,30.59090469,2062
357.9801325,5.924696016,357.8387097,177.8938721,357.8650519,27.10837729,2063
357.9900662,7.179813576,357.90681,177.96457,357.9480969,24.20026133,2064
357.9768212,5.508631075,357.9318996,177.9900095,357.899654,26.40834325,2065
357.9801325,6.117067963,357.9175627,177.9665037,357.8581315,28.18772368,2066
357.9900662,30.00331597,357.9856631,178.023741,357.8892734,23.24072088,2067
357.9900662,9.725221361,357.9318996,177.9817072,357.8131488,28.46606806,2068
357.9701987,9.622522634,357.9713262,178.0169925,357.9100346,31.41263871,2069
357.9801325,8.113680085,357.9641577,178.0204176,357.8927336,34.57516254,2070
357.9768212,6.833409708,357.9784946,178.0274596,357.9377163,21.72980216,2071
357.9801325,6.13225356,357.9713262,178.0258541,357.8096886,23.98580503,2072
357.9735099,15.10456572,357.9283154,177.9754722,357.8927336,31.73162449,2073
357.9801325,8.04327091,357.953405,177.9982484,357.8373702,25.1241955,2074
357.9801325,7.367660606,357.9426523,178.0025571,357.9031142,28.03766933,2075
357.9900662,18.91017816,357.9318996,177.99044,357.9480969,25.19758813,2076
357.9900662,10.45320834,357.921147,177.9931283,357.8858131,30.5877128,2077
358,20.46861459,357.8960573,177.9445647,357.916955,25.33211439,2078
357.986755,6.532520441,357.9426523,178.0016864,357.9204152,28.01124694,2079
357.986755,6.326947295,357.9247312,177.973396,357.9550173,24.56371655,2080
357.9933775,6.027335223,357.874552,177.9433979,357.8512111,23.92790908,2081
357.9933775,14.07441042,357.8817204,177.9358265,357.8927336,36.26769852,2082
357.9801325,4.502880634,357.9498208,178.0062447,357.8442907,26.91666686,2083
357.9801325,9.995152972,357.9641577,178.0480565,357.8858131,20.09150389,2084
357.986755,5.878629568,357.9713262,178.0343025,357.982699,27.9175301,2085
357.986755,9.609789492,357.9641577,178.0235327,357.8650519,21.67789457,2086
358,7.212264098,357.9498208,178.0031243,357.8373702,26.41063684,2087
357.9801325,13.12285222,357.8817204,177.9282745,357.7543253,21.77040097,2088
357.9701987,12.52418742,357.9605735,178.0019882,357.9342561,28.72004366,2089
358,6.514231159,357.9283154,177.9782526,357.9377163,23.70093447,2090
357.9668874,9.125498722,357.9498208,178.0032879,357.8961938,29.38141234,2091
357.9801325,6.525553177,357.9462366,177.9895795,357.9204152,24.27791582,2092
357.9966887,8.850289744,357.8924731,177.9440091,357.8823529,21.05127938,2093
357.9801325,7.352724172,357.9749104,178.0205195,357.7854671,31.11832188,2094
357.9933775,9.878938791,357.9605735,178.0162585,357.9238754,26.91344643,2095
357.9701987,7.590823723,357.9498208,178.0059748,357.9619377,42.0420404,2096
357.986755,10.86361848,357.9175627,177.9612582,357.9342561,28.16995731,2097
357.9900662,8.227342594,357.9605735,178.028018,357.9238754,36.16075153,2098
358,5.595540723,357.9784946,178.0287723,357.8823529,36.49554898,2099
357.9892086,11.85869525,357.8309859,177.8796593,357.8869863,25.21186676,2100
357.9892086,10.95982375,357.8204225,177.8658773,357.890411,32.33195974,2101
357.9532374,8.508945483,357.8767606,177.9203125,357.7773973,25.02551916,2102
357.9640288,8.395267038,357.9014085,177.9502525,357.9041096,23.49341673,2103
357.9856115,8.006375469,357.7746479,177.8308116,357.8287671,24.23195003,2104
357.9784173,9.097201,357.9049296,177.9517624,357.9109589,30.55839421,2105
357.9892086,6.897280766,357.9647887,178.016092,357.9075342,23.36231971,2106
357.9892086,7.728928727,357.8873239,177.941858,357.9178082,26.47823161,2107
357.9820144,6.978402273,357.8626761,177.9092009,357.8630137,31.91807346,2108
357.9928058,7.271380453,357.778169,177.8430036,357.8493151,26.07695711,2109
357.9892086,5.960919932,357.8415493,177.9187116,357.9006849,24.22508542,2110
357.9892086,5.835394272,357.9577465,178.0154076,357.8664384,27.18251552,2111
357.9748201,6.495537554,357.9190141,177.9814418,357.8356164,29.31136316,2112
357.9892086,6.651469625,357.9014085,177.9527719,357.9212329,25.08820635,2113
357.9748201,7.235973658,357.9225352,177.9732108,357.8938356,26.64561139,2114
357.9748201,7.307312492,357.8943662,177.9487126,357.7363014,25.43065087,2115
357.9748201,6.166038521,357.8239437,177.8883838,357.8767123,29.95530529,2116
357.9820144,7.276767925,357.9049296,177.9499894,357.8869863,21.21950016,2117
357.9676259,7.874746795,357.943662,177.9895738,357.880137,53.62204283,2118
357.9856115,7.840233772,357.8767606,177.9283173,357.9212329,26.72889334,2119
357.9784173,6.684908597,357.915493,177.9645777,357.9417808,25.74143491,2120
357.9856115,8.621637151,357.8626761,177.9101653,357.9452055,25.56439036,2121
357.9748201,6.218477239,357.8591549,177.9259562,357.9006849,23.19730553,2122
357.9280576,6.764515222,357.9014085,177.956434,357.9417808,24.66500348,2123
357.9820144,7.074513147,357.7711268,177.8324915,357.880137,25.56192149,2124
357.9784173,12.58736415,357.7992958,177.8461112,357.9109589,24.31942013,2125
357.971223,8.781789756,357.8838028,177.9457064,357.9315068,21.70052096,2126
357.9820144,10.71144142,357.9894366,178.0364505,357.9212329,40.02550556,2127
357.9820144,11.28287748,357.8802817,177.9443916,357.8835616,23.85659051,2128
357.971223,10.43482637,357.7922535,177.8385542,357.9246575,29.82069412,2129
357.9892086,8.527969381,357.8556338,177.9114493,357.869863,22.179076,2130
357.9892086,7.745683864,357.8873239,177.9326152,357.9315068,34.91473899,2131
357.9784173,7.201983774,357.778169,177.8389341,357.9520548,27.15970553,2132
357.9820144,6.469484566,357.8028169,177.8732263,357.9212329,25.9775037,2133
357.9856115,6.234890257,357.8908451,177.9545144,357.8082192,27.63261184,2134
358,5.699514018,357.8943662,177.9558445,357.8835616,32.60807053,2135
357.9676259,6.192807794,357.8873239,177.9464278,357.9691781,21.0716375,2136
357.9892086,7.137090447,357.8133803,177.8919473,357.7636986,29.16576077,2137
357.971223,6.709076261,357.9049296,177.952658,357.8219178,24.61477539,2138
357.9820144,7.551323265,357.9049296,177.9542335,357.9589041,28.25620621,2139
357.9856115,6.256160214,357.9084507,177.9591392,357.7876712,23.71935752,2140
357.9784173,6.424568124,357.8485915,177.8973691,357.9417808,29.10309857,2141
357.9820144,9.434246438,357.9084507,177.9590386,357.8938356,31.91789747,2142
357.9892086,5.974224613,357.8556338,177.9056987,357.9417808,25.12080913,2143
357.9892086,7.402090447,357.8591549,177.9080878,357.9486301,24.81717897,2144
357.9676259,6.215603118,357.8309859,177.8944114,357.9315068,35.12620749,2145
357.9280576,6.520500034,357.7288732,177.7819108,357.8767123,27.55902107,2146
357.9820144,8.038858314,357.8943662,177.9554092,357.9075342,23.55236051,2147
357.9748201,7.369324474,357.8873239,177.9423405,357.9315068,25.26341681,2148
357.9892086,7.225447061,357.9084507,177.9583394,357.9041096,25.78951808,2149
357.9892086,7.868240276,357.915493,177.9677971,357.9041096,27.50310451,2150
357.9820144,5.861463579,357.9612676,178.0087986,357.8458904,23.59717977,2151
357.9892086,6.586411766,357.9683099,178.0261604,357.8527397,28.22473547,2152
357.9748201,6.923908112,357.8908451,177.949674,357.9452055,34.3317483,2153
357.9820144,5.630479393,357.9330986,177.9755996,357.8938356,29.64118951,2154
357.9892086,5.553449132,357.8697183,177.927671,357.989726,26.17788611,2155
357.9820144,5.803805953,357.8521127,177.915042,357.8767123,31.86911454,2156
357.9892086,6.266068079,357.8098592,177.8681233,357.9212329,24.33820743,2157
357.9892086,6.893138852,357.8169014,177.8756253,357.9041096,25.3023218,2158
357.9892086,6.002509708,357.9612676,178.0150769,357.9212329,24.28812681,2159
357.9892086,5.464876913,357.9366197,177.9994181,357.9486301,23.40709334,2160
357.9856115,6.963411952,357.9471831,178.0159255,357.9246575,25.26461433,2161
357.9820144,5.746736628,357.8873239,177.9481429,357.8390411,27.40838558,2162
357.9892086,6.137517721,357.8802817,177.9529418,357.8458904,25.23789798,2163
357.9748201,6.01721948,357.8908451,177.9426874,357.9589041,25.66124646,2164
357.9856115,5.744664645,357.9577465,178.0034698,357.8869863,23.66791105,2165
357.9892086,5.82508713,357.9788732,178.0231912,357.8527397,27.19114884,2166
357.9892086,6.517198011,357.8450704,177.8946432,357.9589041,20.74389896,2167
357.9748201,6.037322254,357.7852113,177.8523906,357.8630137,30.98091928,2168
357.9784173,6.539036016,357.9471831,177.9912934,357.9315068,23.11137436,2169
357.9748201,5.704602601,357.8767606,177.9338079,357.9657534,37.17583178,2170
357.9892086,7.279596118,357.7359155,177.7983809,357.8732877,30.7625599,2171
357.9856115,5.915875491,357.9049296,177.9585071,357.9246575,26.80567015,2172
357.9892086,6.172072055,357.9542254,178.0007114,357.9794521,23.88139893,2173
357.9892086,5.654867224,357.8415493,177.9132952,357.859589,26.35254897,2174
357.9892086,7.654630447,357.9366197,177.9805434,357.8835616,25.79422563,2175
357.9784173,6.030597377,357.8802817,177.9445482,357.9383562,22.97995428,2176
358,29.8792656,357.7605634,177.8391303,357.9246575,25.41113602,2177
357.9820144,5.371113576,357.8661972,177.9206532,357.9554795,26.52324901,2178
357.9820144,6.478650168,357.8309859,177.8854807,357.9109589,25.90844883,2179
357.9748201,5.710928599,357.9612676,178.0110468,357.8767123,29.99128794,2180
357.9892086,6.078569058,357.9366197,178.0013518,357.9246575,24.32212578,2181
357.9892086,6.931381031,357.9647887,178.0191168,357.7636986,24.26956171,2182
357.9820144,5.932733193,357.9788732,178.0203517,357.9246575,35.19520957,2183
357.9892086,5.594889992,357.9577465,178.0018386,357.9041096,28.91536291,2184
357.9892086,5.977691818,357.9964789,178.0514253,357.8047945,34.81924032,2185
357.9856115,4.557763842,357.8732394,177.9260248,357.8938356,30.45931951,2186
357.9820144,5.51249762,357.8978873,177.9402167,357.9486301,22.80509149,2187
357.9820144,4.949144176,357.8591549,177.9166505,357.8835616,27.01979234,2188
357.9856115,9.077961187,357.9225352,177.9759909,357.9212329,30.14866307,2189
357.9748201,5.8844264,357.915493,177.957859,357.9212329,28.66862651,2190
357.9676259,8.567413878,357.834507,177.9016809,357.9315068,25.65857838,2191
357.9820144,6.79155578,357.8908451,177.9591853,357.9794521,25.71955614,2192
357.9748201,5.241561158,357.8485915,177.9115026,357.9246575,21.17832326,2193
357.9820144,5.932261074,357.8521127,177.9153166,357.9623288,27.74903283,2194
357.9820144,8.007849643,357.8309859,177.9117792,357.8938356,24.0769371,2195
358,5.904343705,357.8767606,177.9555209,357.7979452,26.8018973,2196
357.9784173,5.113269567,357.9683099,178.0279647,357.8424658,24.8334945,2197
357.9748201,7.868098307,357.9190141,177.9631561,357.9383562,29.4632349,2198
357.9820144,5.126879099,357.9330986,178.0067653,357.9041096,25.00754265,2199
357.9145907,33.27563518,357.8633094,177.918533,357.9078014,28.90290788,2200
357.9679715,28.51928395,357.852518,177.9135926,357.9255319,27.12310608,2201
357.9893238,20.33686058,357.881295,177.9580256,357.7765957,26.35333061,2202
357.9608541,23.14867632,357.9316547,177.9954673,357.9007092,27.17420892,2203
357.9323843,13.82314725,357.9316547,177.977093,357.8546099,24.8314858,2204
357.9822064,15.61425156,357.9028777,177.9622791,357.8475177,26.21316656,2205
357.9608541,15.01173718,357.9568345,178.0175188,357.9609929,24.05515643,2206
357.9572954,18.64336911,357.9676259,178.0232445,357.9929078,27.94882349,2207
357.9679715,11.81495887,357.971223,178.0286911,357.9397163,33.49408922,2208
357.9501779,14.70897368,357.9928058,178.0575269,357.9361702,26.06095836,2209
357.9644128,12.37556009,357.9928058,178.0486844,357.9113475,25.96456454,2210
357.9608541,11.52142519,357.9136691,177.9700102,357.8971631,29.02592793,2211
357.9786477,9.970879301,357.794964,177.8869175,357.8510638,27.92445027,2212
357.9252669,12.86888882,357.9640288,178.0137706,357.9042553,21.54371497,2213
357.9572954,10.36482023,357.9136691,177.9587004,357.9219858,25.04785013,2214
357.9857651,9.932044519,357.8669065,177.9299853,357.8865248,23.27145369,2215
357.9857651,10.82798142,357.9928058,178.0403122,357.9042553,25.27195663,2216
357.9608541,11.23129496,357.8129496,177.8791588,357.964539,26.30419,2217
357.9537367,9.402081516,357.7877698,177.8666343,357.929078,24.03267226,2218
357.9644128,8.368582162,357.8920863,177.9386617,357.8510638,29.79337773,2219
357.9608541,10.59266249,357.9460432,177.9927071,357.9219858,36.69121473,2220
357.9608541,13.51886979,357.942446,177.9968567,357.8652482,27.61916623,2221
